OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,ResultCommentText,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2005-000120140,Sample-Routine,Water,,6/6/05,11:10:00,EDT,LNBA,,21NCMONITORING-J7690000,,,,GRAB,21NCCoalitions,GRAB,,,Water Sampler (Other),,Fecal Coliform,510,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000451398,Sample-Routine,Water,,8/14/96,17:30:00,EDT,LNBA,LNBA,21NCMONITORING-J7740000,,,,GRAB,21NCMonitoring,GRAB,,,Water Sampler (Other),,Fecal Coliform,3600,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000359103,Sample-Routine,Water,,5/12/00,,,LNBA,LNBA,21NCMONITORING-J7690000,,,,GRAB,21NCCoalitions,GRAB,,,Water Sampler (Other),,Fecal Coliform,16,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-TPBA2007-000037588,Sample-Routine,Water,,4/13/07,12:45:00,EDT,TPBA,TPBA,21NCMONITORING-O6240000,,,,GRAB,21NCMonitoring,GRAB,,,Water Sampler (Other),,Fecal Coliform,41,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000342577,Sample-Routine,Water,,9/14/00,,,LNBA,LNBA,21NCMONITORING-J7690000,,,,GRAB,21NCCoalitions,GRAB,,,Water Sampler (Other),,Fecal Coliform,98,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-TPBA2010-000003280,Sample-Routine,Water,,6/10/10,9:28:00,EDT,TPBA,TPBA,21NCMONITORING-O6240000,,,,GRAB,21NCMonitoring,GRAB,,,Water Sampler (Other),,Fecal Coliform,29,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000061269,Sample-Routine,Water,,5/14/13,10:46:00,EDT,NCAMBNT,NCAMBNT,21NC03WQ-J7810000,,,,Grab,21NC03WQ,Grab,,,Water Sampler (Other),,Fecal Coliform,26,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20150819-O6200000-370589832,Sample-Routine,Water,Surface Water,8/19/15,11:20:00,EST,NCAMBNT,,21NC03WQ-O6200000,,,,Grab,21NC03WQ,Grab,,Surface Water Grab,Water Sampler (Other),,Fecal Coliform,47,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20150917-O6500000-370590505,Sample-Routine,Water,Surface Water,9/17/15,9:40:00,EST,NCAMBNT,,21NC03WQ-O6500000,,,,Grab,21NC03WQ,Grab,,Surface Water Grab,Water Sampler (Other),,Fecal Coliform,19,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20170313-O6200000-371288215,Sample-Routine,Water,Surface Water,3/13/17,12:00:00,EST,NCAMBNT,,21NC03WQ-O6200000,,,,Grab,21NC03WQ,Grab,,Surface Water Grab,Water Sampler (Other),,Fecal Coliform,17,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20170828-J7810000-371241391,Sample-Routine,Water,Surface Water,8/28/17,13:40:00,EST,NCAMBNT,,21NC03WQ-J7810000,,,,Grab,21NC03WQ,Grab,,Surface Water Grab,Water Sampler (Other),,Fecal Coliform,53,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1996-0012309-1996,Sample,Water,,9/16/96,10:05:00,,NCLEGACY,,21NC01WQ-O6205000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,40,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1994-0005421-1994,Sample,Water,,6/7/94,13:20:00,,NCLEGACY,,21NC01WQ-O6205000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,20,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1994-0011421-1994,Sample,Water,,9/8/94,10:00:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1991-0007874-1991,Sample,Water,,9/9/91,13:30:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1992-0004057-1992,Sample,Water,,4/5/92,14:00:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,70,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1993-0005138-1993,Sample,Water,,5/4/93,9:45:00,,NCLEGACY,,21NC01WQ-O6205000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1992-0014869-1992,Sample,Water,,10/6/92,10:30:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,20,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1990-0000740-1990,Sample,Water,,1/18/90,9:30:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 5.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1989-0012619-1989,Sample,Water,,11/6/89,12:15:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1989-0013848-1989,Sample,Water,,12/7/89,10:00:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 5.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,40,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1991-0000040-1991,Sample,Water,,1/9/91,10:00:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,190,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1986-0005012-1986,Sample,Water,,4/29/86,15:30:00,,NCLEGACY,,21NC01WQ-O6205000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,210,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1986-0009325-1986,Sample,Water,,8/11/86,14:45:00,,NCLEGACY,,21NC01WQ-O6205000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0014809-1982,Sample,Water,,8/26/82,11:20:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,20,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0012262-1984,Sample,Water,,9/6/84,11:30:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,60,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0005151-1982,Sample,Water,,4/6/82,13:20:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,620,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0008281-1981,Sample,Water,,6/3/81,14:45:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,710,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0019279-1981,Sample,Water,,12/7/81,14:45:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,10,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0000413-1975,Sample,Water,,1/8/75,13:00:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,490,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0002846-1975,Sample,Water,,1/30/75,10:00:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,390,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1973-0009731-1973,Sample,Water,,8/1/73,16:00:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,180,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1973-0012090-1973,Sample,Water,,8/27/73,13:30:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,1100,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1973-0013136-1973,Sample,Water,,9/17/73,14:45:00,,NCLEGACY,,21NC01WQ-O6500000,,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,350,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1970-0010315-1970,Sample,Water,,11/19/70,16:30:00,,NCLEGACY,,21NC01WQ-O6500000,,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,1500,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1972-0001546-1972,Sample,Water,,4/27/72,9:30:00,,NCLEGACY,,21NC01WQ-J7690000,,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,1000,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1968-0001316-1968,Sample,Water,,8/12/68,17:00:00,,NCLEGACY,,21NC01WQ-O6500000,,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1972-0002832-1972,Sample,Water,,5/30/72,16:30:00,,NCLEGACY,,21NC01WQ-O6500000,,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,30000,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1985-0000028-1985,Sample,Water,,1/3/85,15:00:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1987-0005486-1987,Sample,Water,,6/11/87,12:00:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,70,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0014852-1984,Sample,Water,,11/5/84,14:50:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,240,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0013807-1984,Sample,Water,,10/15/84,14:00:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1985-0005999-1985,Sample,Water,,5/20/85,14:35:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,50,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1985-0003970-1985,Sample,Water,,4/3/85,11:40:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,10,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1986-0003696-1986,Sample,Water,,3/26/86,14:25:00,,NCLEGACY,,21NC01WQ-O6205000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,10,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1986-0003006-1986,Sample,Water,,3/13/86,11:50:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,40,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1986-0002433-1986,Sample,Water,,2/25/86,13:50:00,,NCLEGACY,,21NC01WQ-O6205000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1985-0003521-1985,Sample,Water,,3/25/85,15:00:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,240,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0017493-1982,Sample,Water,,10/14/82,14:10:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,120,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1985-0002817-1985,Sample,Water,,3/12/85,15:30:00,,NCLEGACY,,21NC01WQ-O6205000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1985-0002484-1985,Sample,Water,,2/27/85,16:00:00,,NCLEGACY,,21NC01WQ-O6205000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1980-0012262-1980,Sample,Water,,10/3/80,11:00:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,100,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0003811-1984,Sample,Water,,3/16/84,11:30:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,360,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1985-0013421-1985,Sample,Water,,10/21/85,15:20:00,,NCLEGACY,,21NC01WQ-O6205000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,50,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0014579-1981,Sample,Water,,9/10/81,15:20:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1985-0015181-1985,Sample,Water,,11/21/85,15:00:00,,NCLEGACY,,21NC01WQ-O6205000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,260,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1985-0015391-1985,Sample,Water,,12/2/85,11:10:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,1300,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1980-0000060-1980,Sample,Water,,1/3/80,12:00:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1983-0000929-1983,Sample,Water,,1/19/83,12:30:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1983-0003049-1983,Sample,Water,,2/25/83,13:50:00,,NCLEGACY,,21NC01WQ-O6205000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1983-0002869-1983,Sample,Water,,2/23/83,10:15:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0009611-1982,Sample,Water,,6/22/82,11:10:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1971-0008552-1971,Sample,Water,,8/16/71,9:20:00,,NCLEGACY,,21NC01WQ-J7690000,,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,57000,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1986-0002020-1986,Sample,Water,,2/19/86,13:45:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1973-0008001-1973,Sample,Water,,7/17/73,10:00:00,,NCLEGACY,,21NC01WQ-J7690000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0006041-1984,Sample,Water,,5/9/84,15:00:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,1100,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1988-0002907-1988,Sample,Water,,4/14/88,11:40:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,360,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1989-0002667-1989,Sample,Water,,4/3/89,11:40:00,,NCLEGACY,,21NC01WQ-O6500000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,10,#/100ml,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1985-0007900-1985,Sample,Water,,6/27/85,9:30:00,,NCLEGACY,,21NC01WQ-O6205000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,,Unknown,,Fecal Coliform,50,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
