OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-NC,USGS North Carolina Water Science Center,USGS-351330080415701,ME-287 HBW 12 HARRISBRG RD LF,Well,,3040105,,,,,35.22514364,-80.6989577,24000,5,seconds,Interpolated from MAP.,NAD83,704.5,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19830531,23.4,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351330080415702,ME-288 HRW 12A HARRISBRG RD LF,Well,,3040105,,,,,35.22514364,-80.6989577,24000,5,seconds,Interpolated from MAP.,NAD83,704.3,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19871124,16.5,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351330080415703,ME-312 HBW 12B HARRISBRG RD LF,Well,,3040105,,,,,35.22514364,-80.6989577,24000,5,seconds,Interpolated from MAP.,NAD83,704.2,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19871124,11.3,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351331080411601,ME-284 HBW 2101 HARRISBURG R LF,Well,,3040105,,,,,35.2254214,-80.6875687,24000,5,seconds,Interpolated from MAP.,NAD83,780.4,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19830218,67.8,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351331080421401,ME-286 HBW 22 HARRISBURG RD LF,Well,,3040105,,,,,35.2254214,-80.70368,24000,5,seconds,Interpolated from MAP.,NAD83,759.4,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19890918,39.4,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351334080412901,ME-271 HBW 1754 HARRISBURG RD LF,Well,,3040105,,,,,35.2262547,-80.6911799,24000,5,seconds,Interpolated from MAP.,NAD83,708.4,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19800721,8.5,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351336080421301,ME-282 HBW 2 HARRISBURG RD LF,Well,,3040105,,,,,35.22681027,-80.7034022,24000,5,seconds,Interpolated from MAP.,NAD83,721.3,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19890918,29.2,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351337080414801,ME-327 HBW 14A HARRISBRG RD LF,Well,,3040105,,,,,35.227088,-80.6964577,24000,5,seconds,Interpolated from MAP.,NAD83,688.8,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19830809,23.5,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351337080415001,ME-326 HBW 14 HARRISBURG RD LF,Well,,3040105,,,,,35.227088,-80.6970133,24000,5,seconds,Interpolated from MAP.,NAD83,685.4,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19830531,22.4,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351337080415002,ME-243 HBW 14 HARRISBURG ROAD LANDFILL WELL,Well,,3040105,,,,,35.227088,-80.6956244,24000,5,seconds,Interpolated from MAP.,NAD83,684,feet,1,feet,Interpolated from topographic map.,NGVD29,US,37,119,,,,198305,23,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351337080415003,ME-340 HBW 14B HARRISBRG RD LF,Well,,3040105,,,,,35.227088,-80.6970133,24000,5,seconds,Interpolated from MAP.,NAD83,685.4,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19871124,38.3,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351337080415004,ME-353 HBW 14C HARRISBRG RD LF,Well,,3040105,,,,,35.227088,-80.6970133,24000,5,seconds,Interpolated from MAP.,NAD83,685.3,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19871124,29.9,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351337080415005,ME-258 HBW 14D HARRISBRG RD LF,Well,,3040105,,,,,35.227088,-80.6970133,24000,5,seconds,Interpolated from MAP.,NAD83,685.4,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19871124,14.9,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351338080411201,ME-265 HBW 16 HARRISBURG RD LF,Well,,3040105,,,,,35.2273658,-80.6864576,24000,5,seconds,Interpolated from MAP.,NAD83,740,feet,5,feet,Interpolated from topographic map.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19830816,44.5,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351339080413201,ME-278 HBW 18A HARRISBRG RD LF,Well,,3040105,,,,,35.22764357,-80.6920132,24000,5,seconds,Interpolated from MAP.,NAD83,708.5,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19880502,30.1,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351339080413202,ME-279 HBW 18B HARRISBURG RD LF,Well,,3040105,,,,,35.22764357,-80.6920132,24000,5,seconds,Interpolated from MAP.,NAD83,709.1,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19880502,19.9,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351340080413501,ME-277 HBW 1850 HARRISBURG RD LF,Well,,3040105,,,,,35.22792134,-80.6928465,24000,5,seconds,Interpolated from MAP.,NAD83,723.5,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Intermediate Metaigneous Rock,,19761020,97,ft,97,ft,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351340080413601,ME-280 HBW 19A HARRISBRG RD LF,Well,,3040105,,,,,35.22792134,-80.6931243,24000,5,seconds,Interpolated from MAP.,NAD83,693.8,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19880502,25.9,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351340080414901,ME-259 HBW 15 HARRISBURG RD LF,Well,,3040105,,,,,35.22792135,-80.69673548,24000,5,seconds,Interpolated from MAP.,NAD83,714.7,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19830808,38.6,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351342080413401,ME-281 HBW 20 HARRISBURG RD LF,Well,,3040105,,,,,35.22847688,-80.6925688,24000,5,seconds,Interpolated from MAP.,NAD83,692,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19880502,27.6,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351351080413701,ME-295 HBW 743A HARRISBRG RD LF,Well,,3040105,,,,,35.2309768,-80.6934021,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351351080413702,ME-246 HARRISBURG RESIDENCE WELL HBW 744,Well,,3040105,,,,,35.2309768,-80.6934021,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,,,,,225,ft,225,ft,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351547080501401,ME-316 SRW 22 STATESVILLE RD LF,Well,,3050103,,,,,35.26319726,-80.8370156,24000,5,seconds,Interpolated from MAP.,NAD83,675.3,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19830209,32.5,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351553080500701,ME-323 SRW B-2 STATESVILLE R LF,Well,,3050103,,,,,35.2648639,-80.83507109,24000,5,seconds,Interpolated from MAP.,NAD83,720,feet,5,feet,Interpolated from topographic map.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19800530,42.5,ft,55,ft,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351555080495101,ME-322 SRW B14 STATESVILLE R LF,Well,,3050103,,,,,35.2654195,-80.8306266,24000,5,seconds,Interpolated from MAP.,NAD83,739,feet,1,feet,Interpolated from topographic map.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351603080495801,ME-314 SRW 21 STATESVILLE RD LF,Well,,3050103,,,,,35.26764166,-80.832571,24000,5,seconds,Interpolated from MAP.,NAD83,682.3,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19830209,24.2,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351606080494101,ME-321 SRW B-12 STATESVILLE LF,Well,,3050103,,,,,35.268475,-80.8278488,24000,5,seconds,Interpolated from MAP.,NAD83,722,feet,5,feet,Interpolated from topographic map.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19800604,29,ft,55,ft,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351614080495501,ME-324 SRW B8 STATESVILLE RD LF,Well,,3050103,,,,,35.27069716,-80.8317378,24000,5,seconds,Interpolated from MAP.,NAD83,726,feet,5,feet,Interpolated from topographic map.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,,25,ft,35,ft,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351614080501401,ME-317 SRW 23R STATESVILLE R LF,Well,,3050103,,,,,35.27069709,-80.8370156,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Felsic Metaigneous Rock,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-351615080501301,ME-313 SRW 20 STATESVILLE RD LF,Well,,3050103,,,,,35.27097487,-80.8367378,24000,5,seconds,Interpolated from MAP.,NAD83,744,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19830208,54.1,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-352402080485201,ME-306 HRW 4 HOLBROOKS ROAD LF,Well,,3040105,,,,,35.40069454,-80.8142386,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,,,,198301,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-352403080490001,ME-308 HRW 6 HOLBROOKS RD LF,Well,,3040105,,,,,35.40097228,-80.8164609,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Intermediate Metaigneous Rock,,1946,125,ft,125,ft,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-352404080485401,ME-305 HRW 3 HOLBROOKS RD LF,Well,,3040105,,,,,35.40125008,-80.8147942,24000,5,seconds,Interpolated from MAP.,NAD83,739.8,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Intermediate Metaigneous Rock,,19811016,371,ft,371,ft,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-352415080484901,ME-303 HRW 2 HOLBROOKS RD LF,Well,,3040105,,,,,35.40430559,-80.81340528,24000,5,seconds,Interpolated from MAP.,NAD83,662.7,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19830913,14.4,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-352415080484902,ME-304 HRW 2A HOLBROOKS ROAD LF,Well,,3040105,,,,,35.40430559,-80.81340528,24000,5,seconds,Interpolated from MAP.,NAD83,698,feet,1,feet,Interpolated from topographic map.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19830131,6.1,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-352415080485601,ME-302 HRW 1 HOLBROOKS RD LF,Well,,3040105,,,,,35.40430556,-80.8153498,24000,1,seconds,Interpolated from MAP.,NAD83,666.9,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19830131,11.3,ft,11.3,ft,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-352418080485101,ME-307 HRW 5 HOLBROOKS RD LF,Well,,3040105,,,,,35.40513889,-80.8139609,24000,5,seconds,Interpolated from MAP.,NAD83,663.3,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,37,119,Piedmont and Blue Ridge crystalline-rock aquifers,Saprolite,,19830303,11.8,ft,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-354342076311601,WS-101 PUNGO NWR SHALW 4,Well,,3020104,,,,,35.7284982,-76.52076729,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,187,Surficial aquifer system,Post Miocene (Quaternary + Pliocene) Rocks,,,8,ft,8,ft,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-354347076313301,WS-087 PUNGO NWR DEEP 3,Well,,3020104,,,,,35.72988706,-76.5254897,24000,1,seconds,Interpolated from MAP.,NAD83,15,feet,5,feet,Interpolated from topographic map.,NGVD29,US,37,187,Surficial aquifer system,Post Miocene (Quaternary + Pliocene) Rocks,,19760415,20,ft,20,ft,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-354347076313302,WS-088 PUNGO NWR SHALW 3,Well,,3020104,,,,,35.72988706,-76.5254897,24000,1,seconds,Interpolated from MAP.,NAD83,15,feet,5,feet,Interpolated from topographic map.,NGVD29,US,37,187,Surficial aquifer system,Post Miocene (Quaternary + Pliocene) Rocks,,19760415,8,ft,8,ft,NWIS
USGS-SC,USGS South Carolina Water Science Center,USGS-0214299430,"HENRY FORK AT WARLICKS CHPL RD BRDG NR VALDESE, NC",Stream,,3050102,54.7,sq mi,,,35.6742982,-81.5162029,24000,1,seconds,Interpolated from MAP.,NAD83,980,feet,20,feet,Interpolated from topographic map.,NGVD29,US,37,23,,,,,,,,,NWIS
USGS-SC,USGS South Carolina Water Science Center,USGS-0214302790,"HENRY FORK NR STARTOWN, NC",Stream,,3050102,111.86,sq mi,,,35.64291049,-81.3031396,24000,1,seconds,Interpolated from MAP.,NAD83,801,feet,10,feet,Interpolated from topographic map.,NGVD29,US,37,35,,,,,,,,,NWIS
USGS-SC,USGS South Carolina Water Science Center,USGS-0214303390,"JACOB FORK NR CHESTNUT KNOB, NC",Stream,,3050102,8.61,sq mi,,,35.60207394,-81.6295389,24000,1,seconds,Interpolated from MAP.,NAD83,1354,feet,20,feet,Interpolated from topographic map.,NGVD29,US,37,23,,,,,,,,,NWIS
USGS-SC,USGS South Carolina Water Science Center,USGS-0214304580,"JACOB CREEK AT SR 1002 NR COOKSVILLE, NC",Stream,,3050102,54.4,sq mi,,,35.61513218,-81.4623117,24000,1,seconds,Interpolated from MAP.,NAD83,990,feet,10,feet,Interpolated from topographic map.,NGVD29,US,37,35,,,,,,,,,NWIS
USGS-SC,USGS South Carolina Water Science Center,USGS-0214305145,"Camp Creek at SR 1002 nr Avent Crossroads, NC",Stream,,3050102,6.69,sq mi,,,35.63874328,-81.4423112,24000,1,seconds,Interpolated from MAP.,NAD83,965,feet,10,feet,Interpolated from topographic map.,NGVD29,US,37,35,,,,,,,,,NWIS
USGS-SC,USGS South Carolina Water Science Center,USGS-0214306800,"JACOB FORK AT MOUTH NR STARTOWN, NC",Stream,,3050102,96,sq mi,,,35.6365216,-81.3089731,24000,1,seconds,Interpolated from MAP.,NAD83,797,feet,10,feet,Interpolated from topographic map.,NGVD29,US,37,35,,,,,,,,,NWIS
USGS-SC,USGS South Carolina Water Science Center,USGS-0214307100,"SOUTH FORK CATAWBA R AT SR 2021 NR PLATEAU, NC",Stream,,3050102,225,sq mi,,,35.58457748,-81.28369388,24000,1,seconds,Interpolated from MAP.,NAD83,770,feet,10,feet,Interpolated from topographic map.,NGVD29,US,37,35,,,,,,,,,NWIS
USGS-SC,USGS South Carolina Water Science Center,USGS-0214308400,"SOUTH FORK CATAWBA RIVER NR LINCOLNTON, NC",Stream,,3050102,262.92,sq mi,,,35.48180024,-81.2828596,24000,1,seconds,Interpolated from MAP.,NAD83,765,feet,10,feet,Interpolated from topographic map.,NGVD29,US,37,109,,,,,,,,,NWIS
USGS-SC,USGS South Carolina Water Science Center,USGS-0214309015,"HOWARDS CREEK AT OWLSDEN RD NR LINCOLNTON, NC",Stream,,3050102,27.62,sq mi,,,35.49207779,-81.305916,24000,1,seconds,Interpolated from MAP.,NAD83,760,feet,10,feet,Interpolated from topographic map.,NGVD29,US,37,109,,,,,,,,,NWIS
USGS-SC,USGS South Carolina Water Science Center,USGS-0214326000,"CLARK CREEK AT LINCOLNTON, NC",Stream,,3050102,90.66,sq mi,,,35.4756893,-81.26758119,24000,1,seconds,Interpolated from MAP.,NAD83,760,feet,10,feet,Interpolated from topographic map.,NGVD29,US,37,109,,,,,,,,,NWIS
USGS-SC,USGS South Carolina Water Science Center,USGS-0214334110,"SOUTH FORK CATAWBA R AT SR 1248 NR LONG SHOALS, NC",Stream,,3050102,398.85,sq mi,,,35.43818996,-81.2478581,24000,1,seconds,Interpolated from MAP.,NAD83,745,feet,10,feet,Interpolated from topographic map.,NGVD29,US,37,109,,,,,,,,,NWIS
USGS-SC,USGS South Carolina Water Science Center,USGS-0214342305,"INDIAN CREEK AT SR 1130 NR HULLS CROSSROADS, NC",Stream,,3050102,18.07,sq mi,,,35.5040217,-81.4089755,24000,1,seconds,Interpolated from MAP.,NAD83,870,feet,10,feet,Interpolated from topographic map.,NGVD29,US,37,109,,,,,,,,,NWIS
USGS-SC,USGS South Carolina Water Science Center,USGS-0214390800,"SOUTH FORK CATAWBA RIVER NEAR STANLEY, NC",Stream,,3050102,557,sq mi,,,35.33041475,-81.13285529,24000,1,seconds,Interpolated from MAP.,NAD83,633,feet,10,feet,Interpolated from topographic map.,NGVD29,US,37,71,,,,,,,,,NWIS
USGS-SC,USGS South Carolina Water Science Center,USGS-0214463600,"LONG CREEK NR DALLAS, NC",Stream,,3050102,48.3,sq mi,,,35.29902617,-81.1592445,24000,1,seconds,Interpolated from MAP.,NAD83,650,feet,10,feet,Interpolated from topographic map.,NGVD29,US,37,71,,,,,,,,,NWIS
USGS-SC,USGS South Carolina Water Science Center,USGS-02145112,"SOUTH FORK CATAWBA RIVER AT MCADENVILLE, NC",Stream,,3050102,632,sq mi,,,35.2604167,-81.07368679,24000,5,seconds,Interpolated from MAP.,NAD83,600,feet,10,feet,Interpolated from topographic map.,NGVD29,US,37,71,,,,,,,,,NWIS
USGS-TN,USGS Tennessee Water Science Center,USGS-0344150700,LITTLE RIVER AT CASCADE LAKE RD NEAR LITTLE RIVER,Stream,,6010105,42.91,sq mi,42.91,sq mi,35.2281711,-82.6412346,24000,0.01,seconds,Interpolated from MAP.,NAD83,2210,feet,10,feet,Altimeter.,NGVD29,US,37,175,,,,,,,,,NWIS
USGS-TN,USGS Tennessee Water Science Center,USGS-0344602100,"MILLS RIVER AT HOOPER LANE NEAR MILLS RIVER, NC",Stream,,6010105,72,sq mi,72,sq mi,35.38705958,-82.5459551,24000,0.01,seconds,Interpolated from MAP.,NAD83,2060,feet,10,feet,Interpolated from topographic map.,NGVD29,US,37,89,,,,,,,,,NWIS
USGS-TN,USGS Tennessee Water Science Center,USGS-0344700000,"MUD CREEK AT NAPLES, NC",Stream,,6010105,110,sq mi,110,sq mi,35.3873383,-82.5037316,24000,0.01,seconds,Interpolated from MAP.,NAD83,2050,feet,10,feet,Interpolated from topographic map.,NGVD29,US,37,89,,,,,,,,,NWIS
USGS-TN,USGS Tennessee Water Science Center,USGS-0344766600,"CANE CREEK AT US HIGHWAY 25 AT FLETCHER, NC",Stream,,6010105,82.1,sq mi,82.1,sq mi,35.42206006,-82.5042872,24000,0.01,seconds,Interpolated from MAP.,NAD83,2060,feet,10,feet,Interpolated from topographic map.,NGVD29,US,37,89,,,,,,,,,NWIS
USGS-TN,USGS Tennessee Water Science Center,USGS-0344776625,FRENCH BROAD RIVER AT GLENN BRIDGE RD NEAR ARDEN,Stream,,6010105,652,sq mi,652,sq mi,35.4531696,-82.5498444,,0.01,seconds,Interpolated from MAP.,NAD83,2040,feet,10,feet,Interpolated from topographic map.,NGVD29,US,37,21,,,,,,,,,NWIS
USGS-TN,USGS Tennessee Water Science Center,USGS-0345169000,"NEWFOUND CREEK NEAR ALEXANDER, NC",Stream,,6010105,34.2,sq mi,34.2,sq mi,35.66621997,-82.6340198,24000,0.01,seconds,Interpolated from MAP.,NAD83,1940,feet,10,feet,Interpolated from topographic map.,NGVD29,US,37,21,,,,,,,,,NWIS
USGS-TN,USGS Tennessee Water Science Center,USGS-0345182580,"REEMS CREEK AT NEW STOCK ROAD NEAR WEAVERVILLE, NC",Stream,,6010105,33.3,sq mi,33.3,sq mi,35.69010958,-82.5937415,24000,0.01,seconds,Interpolated from MAP.,NAD83,1940,feet,10,feet,Interpolated from topographic map.,NGVD29,US,37,21,,,,,,,,,NWIS
USGS-TN,USGS Tennessee Water Science Center,USGS-0345199400,"SANDYMUSH CREEK NEAR VOLGA, NC",Stream,,6010105,46,sq mi,,,35.7348285,-82.6956905,24000,0.01,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,115,,,,,,,,,NWIS
USGS-TN,USGS Tennessee Water Science Center,USGS-0345292005,"IVY RIVER AT MARSHALL, NC",Stream,,6010105,153,sq mi,153,sq mi,35.7942746,-82.6126341,,0.01,seconds,Interpolated from MAP.,NAD83,1800,feet,100,feet,Interpolated from topographic map.,NGVD29,US,37,115,,,,,,,,,NWIS
USGS-TN,USGS Tennessee Water Science Center,USGS-0345458780,"SPRING CREEK AT NC 209 NEAR HOT SPRINGS, NC",Stream,,6010105,70.8,sq mi,70.8,sq mi,35.87982526,-82.8362539,,0.01,seconds,Interpolated from MAP.,NAD83,1400,feet,100,feet,Interpolated from topographic map.,NGVD29,US,37,115,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-02079785,"LAKE GASTON (ROANOKE RIVER) NEAR ELAMS, NC","Lake, Reservoir, Impoundment",,3010106,8309,sq mi,,,36.51820334,-77.9608239,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,185,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-0207987950,"LAKE GASTON (LITTLE RIV CHANNEL) NR HENRICO, NC","Lake, Reservoir, Impoundment",,3010106,8359,sq mi,,,36.509593,-77.8633205,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,37,131,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-0207988490,"LAKE GASTON (PEA HILL CREEK) NR HENRICO, NC",Stream,,3010106,25.4,sq mi,,,36.5273706,-77.8694323,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,37,131,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-0207988510,"LAKE GASTON TRIB NR TILLANS CHAPEL NR ELAMS, NC",Stream,,3010106,1.31,sq mi,,,36.53431485,-77.88721078,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,37,131,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-0207988550,"PEA HILL CREEK TRIB NO 5 NR HENRICO, NC",Stream,,3010106,0.53,sq mi,,,36.53014848,-77.8527651,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,37,131,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-361327081354601,WT-097,Well,,5050001,,,,,36.22416667,-81.5961111,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3230,feet,2,feet,Interpolated from topographic map.,NGVD29,US,37,189,Piedmont and Blue Ridge crystalline-rock aquifers,Metamorphic Rocks,Unconfined single aquifer,19861029,150,ft,150,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-361638081384401,WT-096,Well,,5050001,,,,,36.2772222,-81.6455556,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3275,feet,2,feet,Interpolated from topographic map.,NGVD29,US,37,189,Piedmont and Blue Ridge crystalline-rock aquifers,Metamorphic Rocks,Unconfined single aquifer,19920513,305,ft,305,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-361957081273001,AS-087,Well,,5050001,,,,,36.3325,-81.4583333,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3040,feet,2,feet,Interpolated from topographic map.,NGVD29,US,37,9,Piedmont and Blue Ridge crystalline-rock aquifers,Metamorphic Rocks,Unconfined single aquifer,,135,ft,135,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-362339081412601,AS-089,Well,,5050001,,,,,36.39416667,-81.6905556,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3080,feet,2,feet,Interpolated from topographic map.,NGVD29,US,37,9,Piedmont and Blue Ridge crystalline-rock aquifers,Metaigneous Rocks,Unconfined single aquifer,1975,144,ft,144,ft,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-362436081254101,AS-088,Well,,5050001,,,,,36.41,-81.4280556,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2720,feet,2,feet,Interpolated from topographic map.,NGVD29,US,37,9,Piedmont and Blue Ridge crystalline-rock aquifers,Metamorphic Rocks,Unconfined single aquifer,,95,ft,95,ft,NWIS
