OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,ResultCommentText,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000385409,Sample-Routine,Water,,8/10/99,,,,,LNBA,LNBA,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,300,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000047781,Sample-Routine,Water,,1/19/07,11:31:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6044500,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.,,,35.2489,-77.7843,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,135,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000049587,Sample-Routine,Water,,12/29/06,11:24:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,320,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000004408,Sample-Routine,Water,,6/3/10,10:37:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,230,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2014713673,Sample-Routine,Water,,8/12/14,11:12:00,EST,0.1,m,LNBA,,21NCMONITORING-J6044400,,,,35.3137,-77.8153,Grab,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,,144,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,Estimated Detection Level,1,cfu/100ml,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2009-001660581,Sample-Routine,Water,,10/21/09,15:00:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J6150000,,,,35.25879,-77.58353,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,,12,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000458678,Sample-Routine,Water,,12/12/95,13:25:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,56,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000464150,Sample-Routine,Water,,5/9/95,11:05:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,210,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2008-000483044,Sample-Routine,Water,,7/3/08,11:10:00,EDT,0.1,m,LNBA,,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,54,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000254605,Sample-Routine,Water,,7/11/02,,,,,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,260,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000237493,Sample-Routine,Water,,11/21/02,13:58:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,96,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000180530,Sample-Routine,Water,,2/23/04,12:45:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6150000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.2587,-77.5835,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,18,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1997-000444009,Sample-Routine,Water,,4/4/97,10:40:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,43,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000453227,Sample-Routine,Water,,7/9/96,10:30:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,200,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000047824,Sample-Routine,Water,,1/19/07,12:33:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,94,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000076781,Sample-Routine,Water,,5/26/06,12:10:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6250000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.2957,-77.4962,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,19,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000013735,Sample-Routine,Water,,9/21/07,10:23:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,44,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000013746,Sample-Routine,Water,,9/21/07,11:07:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,43,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2012-100000486,Sample-Routine,Water,,10/17/12,10:24:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,460,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000458668,Sample-Routine,Water,,12/12/95,12:45:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,106,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000460665,Sample-Routine,Water,,9/14/95,10:30:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,500,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000292254,Sample-Routine,Water,,4/16/09,11:07:00,EDT,0.1,m,LNBA,,21NCCOALITIONS-J6044500,,,,35.2489,-77.7843,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,58,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2008-000501212,Sample-Routine,Water,,2/15/08,11:40:00,EST,0.1,m,LNBA,,21NCMONITORING-J6150000,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.,,,35.2587,-77.5835,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,158,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000160612,Sample-Routine,Water,,7/24/04,12:01:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,49,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000234790,Sample-Routine,Water,,12/12/02,15:16:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,104,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000212493,Sample-Routine,Water,,6/20/03,13:24:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6250000,"Too many colonies were present; too numerous to count (TNTC), the numeric value represents the maximum number of counts typically accepted on a filter membrane (60 for fecal and 80 for total), multiplied by 100 and then divided by the smallest filtration volume analyzed.  This number is reported as a greater than value.",,,35.2957,-77.4962,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,600,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000007776,Sample-Routine,Water,,11/29/10,10:14:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,22,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000008205,Sample-Routine,Water,,12/21/11,11:50:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,26,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2014-000178687,Sample-Routine,Water,Surface Water,10/21/14,11:33:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J6150000,,,,35.25879,-77.58353,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,,360,cfu/100ml,Final,Actual,"B4, Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml. Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2013-100000689,Sample-Routine,Water,,10/10/13,10:02:00,EST,0.1,m,LNBA,,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,,96,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2009-001620740,Sample-Routine,Water,,5/18/09,13:10:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J6150000,,,,35.25879,-77.58353,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,,30,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000424902,Sample-Routine,Water,,6/8/98,11:20:00,EDT,,,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,150,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000418061,Sample-Routine,Water,,8/10/98,10:40:00,EDT,,,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,3200,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2009-000165011,Sample-Routine,Water,,12/7/09,11:55:00,EST,0.1,m,LNBA,,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,420,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2005-000137265,Sample-Routine,Water,,1/21/05,11:50:00,EST,0.1,m,LNBA,,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,24,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000304981,Sample-Routine,Water,,7/9/01,,,,,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,60,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000410108,Sample-Routine,Water,,11/6/98,10:15:00,EST,,,LNBA,LNBA,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,42,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000337717,Sample-Routine,Water,,10/23/00,,,,,LNBA,LNBA,21NCMONITORING-J6370000,,,,35.3366,-77.4176,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,33,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000070211,Sample-Routine,Water,,7/14/06,11:09:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,106,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000072942,Sample-Routine,Water,,6/23/06,11:26:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,460,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000072997,Sample-Routine,Water,,6/23/06,12:15:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,61,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000088644,Sample-Routine,Water,,2/17/06,11:30:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,22,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000022204,Sample-Routine,Water,,7/27/07,11:36:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,46,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000006628,Sample-Routine,Water,,11/29/07,10:59:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6055000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,10,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000002431,Sample-Routine,Water,,3/15/10,11:39:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,23,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2012-090000993,Sample-Routine,Water,,9/12/12,10:14:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,250,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2014708265,Sample-Routine,Water,,4/30/14,10:24:00,EST,0.1,m,LNBA,,21NCMONITORING-J6055000,,,,35.3119,-77.7313,Grab,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,,6400,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,Estimated Detection Level,1,cfu/100ml,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20181001-J6150000-371239739,Sample-Routine,Water,Surface Water,10/1/18,12:05:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J6150000,,,,35.25879,-77.58353,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,,56,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000459801,Sample-Routine,Water,,10/5/95,11:45:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J6250000,Actual value is known to be greater than value given.,,,35.2957,-77.4962,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,15700,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000459193,Sample-Routine,Water,,11/22/95,11:10:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J6370000,,,,35.3366,-77.4176,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,250,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000328353,Sample-Routine,Water,,3/9/09,12:24:00,EDT,0.1,m,LNBA,,21NCCOALITIONS-J6250000,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.,,,35.2957,-77.4962,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,152,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2008-000487965,Sample-Routine,Water,,6/2/08,11:06:00,EDT,0.1,m,LNBA,,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,84,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000267594,Sample-Routine,Water,,4/19/02,,,,,LNBA,LNBA,21NCMONITORING-J6370000,,,,35.3366,-77.4176,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,24,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000197407,Sample-Routine,Water,,9/27/03,11:56:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,310,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000320177,Sample-Routine,Water,,3/30/01,,,,,LNBA,LNBA,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,90,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1997-000438159,Sample-Routine,Water,,8/7/97,10:50:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,209,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1997-000445177,Sample-Routine,Water,,3/7/97,9:00:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,10,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
