OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,ProviderName
21NC01WQ,NCDENR-DWQ,21NC01WQ-O2400000,MAPLE CRK NR ROCKY MT INACT 750204,River/Stream,3020101,,,35.944,-77.838,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,127,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O2500000,MAPLE CRK AT US 301 NR ROCKY MT INACT 750204,River/Stream,3020101,,,35.948,-77.83,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,127,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O2600000,TAR RIV AT ROCKY MOUNT INACT 750213,River/Stream,3020101,,,35.953,-77.821,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,127,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O2700000,STONY CRK AT HWY58 AT NASHVILLE INACT 750204,River/Stream,3020101,,,35.978,-77.971,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,127,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O2800000,STONY CRK NR NASHVILLE INACT 750204,River/Stream,3020101,,,35.978,-77.938,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,127,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O2900000,PIG BASKET CRK NR MATTHEWS INACT 730730,River/Stream,3020101,,,36.063,-78.008,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,127,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O3000000,PIG BASKET CRK TRIB AT DUKES INACT 730730,River/Stream,3020101,,,36.061,-77.987,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,127,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O3100000,PIG BASKET CRK NR DUKES INACT 730730,River/Stream,3020101,,,36.047,-78,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,127,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O3150000,TAR RIV AT HWYS 43&48 NR ROCKY MT INACT 801120,River/Stream,3020101,,,35.955,-77.803,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,127,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O3180000,TAR RIV AT HWY 97 AT ROCKY MOUNT,River/Stream,3020101,,,35.9544,-77.7874,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,65,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O3200000,TAR RIV AT SR 1243 NR ROCKY MT INACT 730730,River/Stream,3020101,,,35.971,-77.717,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,65,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O3300000,BEECH BR AT SR 1524 NR DUKE INACT 730730,River/Stream,3020101,,,36.038,-77.799,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,127,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O3400000,BEECH BR AT US 301 AT BATTLEBORO INACT 730730,River/Stream,3020101,,,36.031,-77.767,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,127,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O3500000,BEECH BR NR BATTLEBORO INACT 730730,River/Stream,3020101,,,36.033,-77.75,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,65,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O3600000,TAR RIV AT SR 1252 NR HEARTEASE,River/Stream,3020101,,,35.9409,-77.6551,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,65,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O3700000,SANDY CRK (FOX POND) NR HENDERSON INACT 801117,Reservoir,3020101,,,36.319,-78.372,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,181,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O3820000,SANDY CRK NR CENTERVILLE INACT 790521,River/Stream,3020101,,,36.163,-78.103,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,69,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O3830000,SANDY CRK AT SR 1432 NR GUPTON,River/Stream,3020101,,,36.1779,-78.1909,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,69,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O3870000,SWIFT CRK AT SR 1310 AT HILLIARDSTON,River/Stream,3020101,,,36.1118,-77.9212,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,127,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O3900000,WHITE OAK SWAMP NR WHITAKERS INACT 730730,River/Stream,3020101,,,36.095,-77.675,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,65,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O4000000,SWIFT CRK AT SR 1253 NR LEGGETT INACT 801120,River/Stream,3020101,,,35.967,-77.587,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,65,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O4100000,TAR RIV NR TARBORO INACT 801208,River/Stream,3020103,,,35.894,-77.533,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,65,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O4200000,FISHING CRK AT SR 1501 NR MIDDLEBURG INA 801117,River/Stream,3020102,,,36.385,-78.319,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,181,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O4300000,FISHING CRK NR WARRENTON INACT 730809,River/Stream,3020102,,,36.382,-78.182,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,185,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O4400000,FISHING CRK AT US401 NR WARRENTON INA 730809,River/Stream,3020102,,,36.375,-78.167,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,185,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O4500000,BUTTERWOOD CRK AT LITTLETON INACT 730731,River/Stream,3020102,,,36.418,-77.903,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,83,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O4600000,BUTTERWOOD CRK NR LITTLETON INACT 730731,River/Stream,3020102,,,36.378,-77.886,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,83,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O4630000,LITTLE FISHING CRK NR WHITE OAK,River/Stream,3020102,,,36.186,-77.876,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,83,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O4680000,FISHING CRK AT US 301 NR ENFIELD,River/Stream,3020102,,,36.1509,-77.6927,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,65,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O4700000,JACKET SWAMP NR ENFIELD INACT 730731,River/Stream,3020102,,,36.192,-77.675,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,83,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O4800000,JACKET SWAMP AT ENFIELD INACT 730731,River/Stream,3020102,,,36.192,-77.65,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,83,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O4900000,FISHING CRK AT SR 1500 NR LAWRENCE INACT 801120,River/Stream,3020102,,,35.973,-77.542,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,65,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O5000000,CANAL CRK AT SCOTLAND NECK INACT 730510,River/Stream,3020102,,,36.133,-77.428,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,83,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O5100000,DEEP CRK NR SCOTLAND NECK INACT 730510,River/Stream,3020102,,,36.108,-77.442,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,83,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O5200000,DEEP CRK AT US 258 NR SPEED INACT 841015,River/Stream,3020102,,,35.956,-77.5,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,65,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O5250000,TAR RIV AT US 64 AT TARBORO,River/Stream,3020103,,,35.8935,-77.5323,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,65,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O5300000,TAR RIV NR PRINCEVILLE INACT 710714,River/Stream,3020103,,,35.869,-77.534,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,65,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O5400000,TOWN CRK AT ELM CITY INACT 710714,River/Stream,3020103,,,35.817,-77.861,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,195,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O5500000,TOWN CRK NR ELM CITY INACT 710727,River/Stream,3020103,,,35.813,-77.835,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,195,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O5600000,TOWN CRK NR WIGGINS CROSSROADS INACT 730731,River/Stream,3020103,,,35.822,-77.633,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,65,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O5700000,TOWN CRK AT PINETOPS INACT 730731,River/Stream,3020103,,,35.802,-77.607,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,65,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O5800000,BYNUM MILL RUN AT MACCLESFIELD INACT 730831,River/Stream,3020103,,,35.743,-77.672,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,65,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O5900000,BYNUM MILL RUN NR MACCLESFIELD INACT 730801,River/Stream,3020103,,,35.75,-77.591,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,65,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O6000000,TAR RIV AT OLD SPARTA INACT 730907,River/Stream,3020103,,,35.791,-77.55,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,65,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O6100000,CRISP CRK AT MOUTH NR BETHEL INACT 730827,River/Stream,3020103,,,35.825,-77.408,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,147,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O6200000,TAR RIV AT HWY 222 NR FALKLAND,River/Stream,3020103,,,35.6962,-77.4895,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,147,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O6205000,CONETOE CRK AT SR 1409 NR BETHEL,River/Stream,3020103,,,35.7743,-77.4638,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,147,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O6300000,TAR RIV AT US 13 AT GREENVILLE INA 750206,River/Stream,3020103,,,35.617,-77.39,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,147,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O6340000,CHICOD CRK AT SR 1565 NR BLACK JACK,River/Stream,3020103,,,35.499,-77.167,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O6360000,CHICOD CRK AT SR 1565 NR BOYDS CROSSROADS,River/Stream,3020103,,,35.535,-77.189,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,147,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O6400000,CHICOD CRK AT SR 1777 NR GRIMESLAND,River/Stream,3020103,,,35.546,-77.213,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,147,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O6420000,COW SWAMP AT SR 1756 NR HAMS CROSSROADS,River/Stream,3020103,,,35.535,-77.228,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,147,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O6450000,CHICOD CRK AT SR 1760 NR SIMPSON,River/Stream,3020103,,,35.5615,-77.2305,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,147,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O6470000,JUNIPER BRANCH AT SR 1766 NR SIMPSON,River/Stream,3020103,,,35.565,-77.246,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,147,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O6500000,TAR RIV AT SR 1565 NR GRIMESLAND,River/Stream,3020103,,,35.574,-77.1754,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,147,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O6600000,GRINDLE CRK AT HWY 11 ATBETHEL INACT 750401,River/Stream,3020103,,,35.794,-77.372,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,147,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O6700000,GRINDLE CRK NR BETHEL INACT 750401,River/Stream,3020103,,,35.762,-77.378,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,147,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O6800000,TAR RIV BELOW GRINDLE CRK INACT 780906,River/Stream,3020103,,,35.567,-77.138,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,147,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O6900000,TRANTERS CRK AT SR 1500 NR OAKLEY INACT 750604,River/Stream,3020103,,,35.789,-77.292,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,147,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O7000000,FLAT SWAMP AT ROBERSONVILLE INACT 750401,River/Stream,3020103,,,35.817,-77.264,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,117,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O7100000,FLAT SWAMP NR ROBERSONVILLE INACT 750401,River/Stream,3020103,,,35.781,-77.257,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,117,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O7120000,TRANTERS CRK AT SR 1556 NR WASHINGTON,River/Stream,3020103,,,35.677,-77.172,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O7200000,TRANTERS CRK NR WASHINGTON INACT 750206,River/Stream,3020103,,,35.605,-77.14,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O7300000,TRANTERS CRK AT SR 1403 NR WASHINGTON,River/Stream,3020103,,,35.563,-77.0864,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O7400000,KENNEDY CRK NR WASHINGTON INACT 750505,River/Stream,3020104,,,35.55,-77.083,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O7500000,KENNEDY CRK AT WASHINGTON INACT 750505,River/Stream,3020104,,,35.55,-77.075,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O7650000,PAMLICO RIV AT HWY 17 AT WASHINGTON,Estuary,3020104,,,35.5432,-77.0615,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O7680000,PAMLICO RIV AT CM 16 NR WHICHARD BEACH,Estuary,3020104,,,35.5075,-77.0158,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O7710000,CHOCWINITY BAY ABOVE SILAS CRK NR WHICHARDS BEACH,Estuary,3020104,,,35.5001,-77.0334,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O7750000,PAMLICO RIV AT MILL POINT INACT 750505,Estuary,3020104,,,35.479,-76.992,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O7850000,BROAD CRK NR BUNYAN INACT 760330,Estuary,3020104,,,35.492,-76.958,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O7870000,PAMLICO RIV AT MOUTH OF BROAD CRK NR BUNYAN,Estuary,3020104,,,35.464,-76.955,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O8000000,PAMLICO RIV NR WASHINGTON INACT 750505,Estuary,3020104,,,35.438,-76.963,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O8300000,PAMLICO RIV NR EDWARD COVE PT INACT 750505,Estuary,3020104,,,35.438,-76.842,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O8494000,BATH CRK US 92 NR BATH INACT 780127,Estuary,3020104,,,35.483,-76.8,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O8495000,BATH CRK AT HWY 92 NR BATH PEAT,Estuary,3020104,,,35.4775,-76.8169,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O8496000,BATH CRK DNS HWY 92 NR BATH INACT 740226,Estuary,3020104,,,35.45,-76.817,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O8497000,BATH CRK AT BATH INACT 740226,Estuary,3020104,,,35.467,-76.8,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O8498000,PAMLICO RIV AT CM 5 NR COVE POINT,Estuary,3020104,,,35.4266,-76.8191,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O8499000,DURHAM CRK AT SR 1949 AT EDWARD,Estuary,3020104,,,35.324,-76.874,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O8500000,PAMLICO RIV NR GARRISON POINT,Estuary,3020104,,,35.396,-76.808,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O8650000,PAMLICO RIV AT LIGHT 4 NR GUM POINT,Estuary,3020104,,,35.404,-76.765,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O9000000,PAMLICO RIV AT LONG PT NR AURORA INACT 750505,Estuary,3020104,,,35.379,-76.717,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O9059000,PAMLICO RIV AT HICKORY PT NR SOUTH CR,Estuary,3020104,,,35.3981,-76.6871,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O9250000,SOUTH CRK AT AURORA INACT 750505,Estuary,3020104,,,35.3,-76.779,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O9500000,SOUTH CRK NR AURORA INACT 750505,Estuary,3020104,,,35.317,-76.792,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O9750000,BOND CRK NR SOUTH CRK INACT 750505,Estuary,3020104,,,35.342,-76.692,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O9750500,PUNGO CRK AT HWY 92 AT SIDNEY CROSSROADS PEAT,Estuary,3020104,,,35.4994,-76.6724,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O9751000,PANTEGO CRK AT HWY 92 AT BELHAVEN PEAT,Estuary,3020104,,,35.5425,-76.6363,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O9755000,VAN SWAMP AT HWY 32 NR HOKE,Canal Drainage,3020104,,,35.7304,-76.7465,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,187,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O9758500,PUNGO RIV AT US 264 NR PONZER PEAT,Estuary,3020104,,,35.5713,-76.5015,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,13,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O9758600,ICW at US 264 at Scranton,Canal Transport,3020104,,,35.5551,-76.44,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,95,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O9798010,PUNGO LAKE AT NORTH END NR WENONA NC CLN LAKES,Lake,3020104,,,35.7227778,-76.5533333,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,187,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O9799010,PUNGO LAKE AT SOUTH END NR PONZER NC CLN LAKES,Lake,3020104,,,35.7047222,-76.5447222,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,95,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O980000C,BOERMAN & FRED GALL ROAD CANALS INACT 780123,Canal Drainage,3020104,,,35.614,-76.525,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,95,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O9825000,PAMLICO RIV AT MID PT BETWEEN PAMLICO PT & ROSE B,Estuary,3020204,,,34.935,-76.809,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,49,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O9850000,PAMLICO SOUND AT GREAT ISLAND,Estuary,3020105,,,35.293,-76.235,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,95,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-O9980000,PAMLICO SOUND AT KNOLL ISLAND NR OCRACOKE,Estuary,3020105,,,35.158,-75.869,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,95,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-P0010000,QUARRLEYS BRANCH NR RICHLANDS INACT 750313,River/Stream,3020302,,,34.914,-77.598,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,133,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-P0200000,MILL SWAMP AT RICHLANDS INACT 750313,River/Stream,3020302,,,34.905,-77.539,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,133,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-P0400000,MILL SWAMP NR RICHLANDS INACT 750313,River/Stream,3020302,,,34.894,-77.533,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,133,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-P0600000,NEW RIV AT SR 1314 NR GUM BRANCH,River/Stream,3020302,,,34.849,-77.5196,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,133,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-P0900000,NEW RIV TRIB NR TAR LANDING INACT 750313,Estuary,3020302,,,34.769,-77.473,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,133,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-P1200000,NEW RIV AT US 17 AT JACKSONVILLE,Estuary,3020302,,,34.753,-77.4343,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,133,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-P1500000,NEW RIV TRIB NR JACKSONVILLE INACT 750108,Estuary,3020302,,,34.752,-77.446,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,133,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-P1800000,NEW RIV TRIB AT JACKSONVILLE INACT 750108,Estuary,3020302,,,34.752,-77.44,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,133,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-P2100000,BRINSON CRK NR JACKSONVILLE INACT 750311,Estuary,3020302,,,34.747,-77.457,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,133,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-P2113000,NEW RIV AT WILSON BAY AT CENTER POINT,Estuary,3020302,,,34.7385,-77.4275,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,133,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-P2115000,NEW RIV AT JACKS POINT AT CM NO 57,Estuary,3020302,,,34.735,-77.431,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,133,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-P2300000,NEW RIV AT MUMFORD PT NR JACKSONVILLE INACT 790327,Estuary,3020302,,,34.717,-77.425,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,133,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-P2600000,WOLF SWAMP NR KELLUM INACT 750311,River/Stream,3020302,,,34.796,-77.367,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,133,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-P2900000,NORTHEAST CRK NR KELLUM INACT 761012,Estuary,3020302,,,34.775,-77.36,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,133,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-P3100000,LITTLE NORTHEAST CRK AT SR 1406 NR JACKSONVILLE,River/Stream,3020302,,,34.7483,-77.3292,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,133,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-P3400000,MOTT CRK NR JACKSONVILLE INACT 750311,River/Stream,3020302,,,34.727,-77.322,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,133,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-P3700000,NORTHEAST CRK AT HWY 24 AT JACKSONVILLE,Estuary,3020302,,,34.7348,-77.3536,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,133,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-P4000000,NORTHEAST CRK NR JACKSONVILLE INACT 741007,Estuary,3020302,,,34.718,-77.403,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,133,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-P4300000,WALLACE CRK AT KELLUM TOWN INACT 750311,Estuary,3020302,,,34.708,-77.275,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,133,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-P4400000,WALLACE CRK AT MAIN SERVICE RD AT CAMP LEJEUNE,Estuary,3020302,,,34.6817,-77.3586,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,133,STORET
