OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,ResultCommentText,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,ProviderName
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0013774-1982,Sample,Water,,8/10/82,13:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,90,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,,4/15/97,14:50:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-B8750000,,,,GRAB,GRAB,GRAB,,Unknown,,Fecal Coliform,0,,Final,Actual,Reported as <10; i.e. Actual value is known to be less than value given,,,,,9222-D,APHA,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,,3/24/97,14:10:00,EST,0.1,m,NCAMBNT,,21NC02WQ-B8750000,,,,GRAB,GRAB,GRAB,,Unknown,,Fecal Coliform,0,,Final,Actual,Reported as <10; i.e. Actual value is known to be less than value given,,,,,9222-D,APHA,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,,8/14/97,10:45:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-B8750000,,,,GRAB,GRAB,GRAB,,Unknown,,Fecal Coliform,0,,Final,Actual,Reported as <10; i.e. Actual value is known to be less than value given,,,,,9222-D,APHA,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0020502-1975,Sample,Water,,11/6/75,10:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8920000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0007150-1976,Sample,Water,,7/6/76,15:45:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8920000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0004204-1976,Sample,Water,,5/4/76,3:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8920000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,110,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0001066-1976,Sample,Water,,2/10/76,9:10:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8920000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0006828-1982,Sample,Water,,5/6/82,13:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,190,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,,9/15/98,10:20:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-B8750000,,,,GRAB,GRAB,GRAB,,Unknown,,Fecal Coliform,0,,Final,Actual,Reported as <10 #/100ml; i.e. Actual value is known to be less than value given,,,,,9222-D,APHA,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0004301-1982,Sample,Water,,3/23/82,12:25:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0002172-1982,Sample,Water,,2/11/82,11:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,450,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0011102-1976,Sample,Water,,9/8/76,15:14:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8920000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,120,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1994-0014985-1994,Sample,Water,,12/1/94,16:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8545000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,70,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1994-0000727-1994,Sample,Water,,2/14/94,12:40:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,150,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1994-0015284-1994,Sample,Water,,12/8/94,15:45:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,10,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1994-0002350-1994,Sample,Water,,3/23/94,13:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,20,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1995-0010711-1995,Sample,Water,,9/14/95,13:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8545000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,170,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1993-0015426-1993,Sample,Water,,10/27/93,16:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,50,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1994-0005284-1994,Sample,Water,,6/2/94,17:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1992-0009731-1992,Sample,Water,,7/16/92,12:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,0,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,3/22/07,12:30:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-B8750000,,,,GRAB,GRAB,GRAB,,Unknown,,Fecal Coliform,33,#/100ml,Final,Actual,Estimated value; value may not be accurate. The reported value failed to meet established quality control criteria for either precision or accuracy.; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222-D,APHA,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,5/4/05,14:00:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-B8750000,,,,GRAB,GRAB,GRAB,,Unknown,,Fecal Coliform,38,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222-D,APHA,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1995-0013099-1995,Sample,Water,,11/16/95,14:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,9,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0018245-1975,Sample,Water,,9/10/75,10:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8920000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,34000,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0000561-1974,Sample,Water,,1/17/74,14:40:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8920000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,10,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1995-0004301-1995,Sample,Water,,4/24/95,17:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8545000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,50,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1975-0004789-1975,Sample,Water,,2/20/75,11:40:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8580000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,150,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1971-0001765-1971,Sample,Water,,4/5/71,14:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8500000,,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,10,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0014118-1974,Sample,Water,,7/23/74,12:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8580000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,1100,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1995-0007344-1995,Sample,Water,,7/6/95,16:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,10,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1996-0001128-1996,Sample,Water,,2/1/96,14:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0013824-1974,Sample,Water,,7/18/74,12:10:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8580000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,480,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1968-0001231-1968,Sample,Water,,8/7/68,9:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8580000,,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,70,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0003948-1974,Sample,Water,,4/1/74,12:50:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,890,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1972-0005985-1972,Sample,Water,,8/10/72,10:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8500000,,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,3800,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,,7/13/98,11:30:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-B8750000,,,,GRAB,GRAB,GRAB,,Unknown,,Fecal Coliform,0,,Final,Actual,Reported as <10 #/100ml; i.e. Actual value is known to be less than value given,,,,,9222-D,APHA,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,,1/6/98,14:20:00,EST,0.1,m,NCAMBNT,,21NC02WQ-B8750000,,,,GRAB,GRAB,GRAB,,Unknown,,Fecal Coliform,0,,Final,Actual,Reported as <10 #/100ml; i.e. Actual value is known to be less than value given,,,,,9222-D,APHA,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0013854-1974,Sample,Water,,7/18/74,14:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,70,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0017450-1982,Sample,Water,,10/14/82,15:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,120000,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0013956-1984,Sample,Water,,10/18/84,13:10:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,570,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,,5/3/07,12:30:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-B8750000,,,,GRAB,GRAB,GRAB,,Unknown,,Fecal Coliform,25,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222-D,APHA,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1985-0013467-1985,Sample,Water,,10/23/85,9:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,750,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1976-0009245-1976,Sample,Water,,8/10/76,14:29:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8920000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,70,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1970-0010187-1970,Sample,Water,,11/18/70,17:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8520000,,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,20,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0014361-1974,Sample,Water,,7/24/74,14:40:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8580000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,230,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1979-0019651-1979,Sample,Water,,12/4/79,14:50:00,,1,ft,NCLEGACY,,21NC01WQ-B8545000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,30,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1977-0001316-1977,Sample,Water,,2/1/77,15:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8920000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,10,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1979-0011131-1979,Sample,Water,,7/11/79,9:30:00,,1,ft,NCLEGACY,,21NC01WQ-B8545000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,80,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1981-0013679-1981,Sample,Water,,8/20/81,11:20:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,26000,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1996-0005467-1996,Sample,Water,,5/14/96,16:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,27,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1995-0001169-1995,Sample,Water,,1/27/95,12:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,100,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1979-0006730-1979,Sample,Water,,5/9/79,14:30:00,,1,ft,NCLEGACY,,21NC01WQ-B8545000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,110,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1996-0003568-1996,Sample,Water,,4/3/96,15:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8545000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,1,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1996-0007157-1996,Sample,Water,,6/13/96,16:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,27,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1994-0007917-1994,Sample,Water,,7/25/94,11:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8545000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,90,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1995-0001698-1995,Sample,Water,,2/14/95,13:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8545000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,50,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1996-0005464-1996,Sample,Water,,5/14/96,12:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8545000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,120,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1996-0016628-1996,Sample,Water,,12/4/96,14:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,10,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1994-0010740-1994,Sample,Water,,8/30/94,16:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,10,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1993-0004898-1993,Sample,Water,,4/28/93,13:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,120,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1993-0006969-1993,Sample,Water,,6/10/93,12:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,10,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0003795-1974,Sample,Water,,3/27/74,12:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,390,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0012932-1974,Sample,Water,,7/10/74,15:45:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,1400,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1974-0004080-1974,Sample,Water,,4/2/74,12:45:00,,0.33,ft,NCLEGACY,,21NC01WQ-B8750000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,,Fecal Coliform,150,#/100ml,Final,Actual,,,,,,FEC_MF,21NC01WQ,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-05-SGR-CF-AMS2005-0,Sample,Water,,10/5/05,14:00:00,EDT,0.1,m,NCAMBNT,,21NC02WQ-B8750000,,,,GRAB,GRAB,GRAB,,Unknown,,Fecal Coliform,67,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222-D,APHA,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,,12/4/97,12:20:00,EST,0.1,m,NCAMBNT,,21NC02WQ-B8750000,,,,GRAB,GRAB,GRAB,,Unknown,,Fecal Coliform,18,#/100ml,Final,Actual,,,,,,9222-D,APHA,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-01-SGR-CF-AMS2001-0,Sample,Water,,11/15/01,13:50:00,EST,0.1,m,NCAMBNT,,21NC02WQ-B8750000,,,,GRAB,GRAB,GRAB,,Unknown,,Fecal Coliform,15,#/100ml,Final,Actual,Sample held beyond normal holding time.,,,,,9222-D,APHA,,,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-04-SGR-CF-AMS2004-0,Sample,Water,,3/25/04,14:20:00,EST,0.1,m,NCAMBNT,,21NC02WQ-B8750000,,,,GRAB,GRAB,GRAB,,Unknown,,Fecal Coliform,25,#/100ml,Final,Actual,Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222-D,APHA,,,,,,,STORET
