OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000004318,Sample-Routine,Water,,6/7/10,10:08:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,250,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2013-040000617,Sample-Routine,Water,,4/18/13,11:22:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,25,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2012-110000599,Sample-Routine,Water,,11/28/12,12:04:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,63,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000024708,Sample-Routine,Water,,4/2/13,10:40:00,EDT,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J5970000,,,,35.33712,-77.99734,Grab,21NC03WQ,Grab,,Water Sampler (Other),,,Fecal Coliform,,190,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20160302-J5970000-370556701,Sample-Routine,Water,Surface Water,3/2/16,11:00:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J5970000,,,,35.33712,-77.99734,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,39,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2013-070001157,Sample-Routine,Water,,7/2/13,9:42:00,EST,0.1,m,LNBA,,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,2700,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000465218,Sample-Routine,Water,,3/16/95,12:25:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,28,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000108121,Sample-Routine,Water,,7/30/09,10:25:00,EDT,0.1,m,LNBA,,21NCCOALITIONS-J6010950,,,,35.2817,-77.8686,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,82,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2009-000254679,Sample-Routine,Water,,12/28/09,10:20:00,EST,0.1,m,LNBA,,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,102,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000220491,Sample-Routine,Water,,5/2/03,13:00:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,200,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000234734,Sample-Routine,Water,,12/12/02,16:53:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6010950,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.2817,-77.8686,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,16,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1997-000434256,Sample-Routine,Water,,11/7/97,8:55:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,20,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000373567,Sample-Routine,Water,,12/13/99,,,,,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,66,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000356582,Sample-Routine,Water,,6/9/00,,,,,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,110,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000056287,Sample-Routine,Water,,10/27/06,10:46:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,37,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000062269,Sample-Routine,Water,,9/7/06,11:00:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,490,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000007655,Sample-Routine,Water,,11/3/10,9:44:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J5500000,,,,35.32239,-78.12815,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,74,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000006612,Sample-Routine,Water,,9/13/11,9:07:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,48,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2013-050000977,Sample-Routine,Water,,5/8/13,10:37:00,EST,0.1,m,LNBA,,21NCMONITORING-J5500000,,,,35.32239,-78.12815,GRAB,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,110,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2008-000488054,Sample-Routine,Water,,6/2/08,10:29:00,EDT,0.1,m,LNBA,,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,24,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2008-000003122,Sample-Routine,Water,,1/7/08,10:07:00,EST,0.1,m,LNBA,,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,68,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1997-000444089,Sample-Routine,Water,,4/3/97,11:25:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,20,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000331612,Sample-Routine,Water,,12/13/00,,,,,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,48,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000342768,Sample-Routine,Water,,9/13/00,,,,,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,76,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000083949,Sample-Routine,Water,,3/31/06,10:26:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6010950,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.2817,-77.8686,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,2,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000088582,Sample-Routine,Water,,2/17/06,10:18:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6010950,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.2817,-77.8686,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,2,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000007732,Sample-Routine,Water,,11/3/10,11:01:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,31,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2012-100000434,Sample-Routine,Water,,10/3/12,10:54:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,440,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20180823-J5970000-371238875,Sample-Routine,Water,Surface Water,8/23/18,10:40:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J5970000,,,,35.33712,-77.99734,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,240,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2008-001492680,Sample-Routine,Water,,1/9/08,11:50:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J5970000,,,,35.33712,-77.99734,Grab,21NC03WQ,Grab,,Water Sampler (Other),,,Fecal Coliform,,58,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000418081,Sample-Routine,Water,,8/10/98,9:35:00,EDT,,,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,220,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000071075,Sample-Routine,Water,,8/17/09,10:17:00,EDT,0.1,m,LNBA,,21NCCOALITIONS-J5930000,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.,,,35.393,-78.0258,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,140,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2008-000003107,Sample-Routine,Water,,1/7/08,10:40:00,EST,0.1,m,LNBA,,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,98,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2008-000438427,Sample-Routine,Water,,11/14/08,10:28:00,EST,0.1,m,LNBA,,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,210,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000241374,Sample-Routine,Water,,10/9/02,11:05:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J5930000,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.,,,35.393,-78.0258,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,1000,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2005-000132378,Sample-Routine,Water,,2/25/05,10:52:00,EST,0.1,m,LNBA,,21NCMONITORING-J6010950,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.2817,-77.8686,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,6,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000299929,Sample-Routine,Water,,8/7/01,,,,,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,920,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000284872,Sample-Routine,Water,,11/15/01,,,,,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,60,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000180541,Sample-Routine,Water,,2/23/04,10:44:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J5930000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.393,-78.0258,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,14,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000294582,Sample-Routine,Water,,9/7/01,,,,,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,164,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000431606,Sample-Routine,Water,,1/7/98,11:55:00,EST,,,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,140,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000373338,Sample-Routine,Water,,12/15/99,,,,,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,54,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000456158,Sample-Routine,Water,,4/5/96,10:45:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,94,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000347247,Sample-Routine,Water,,8/10/00,,,,,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,270,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000364557,Sample-Routine,Water,,4/6/00,,,,,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,70,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000356624,Sample-Routine,Water,,6/9/00,,,,,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,38,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000010058,Sample-Routine,Water,,10/29/07,10:21:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,57,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000003157,Sample-Routine,Water,,4/28/11,10:40:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,48,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000007329,Sample-Routine,Water,,10/31/11,10:21:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,116,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000008252,Sample-Routine,Water,,12/30/10,10:22:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,114,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000002607,Sample-Routine,Water,,3/31/11,10:04:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,490,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2013-010000635,Sample-Routine,Water,,1/2/13,11:10:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,180,cfu/100ml,,Final,,Actual,,,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2013-020000599,Sample-Routine,Water,,2/7/13,11:12:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,66,cfu/100ml,,Final,,Actual,,,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2014715012,Sample-Routine,Water,,9/23/14,10:58:00,EST,0.1,m,LNBA,,21NCMONITORING-J6010950,,,,35.2817,-77.8686,Grab,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,39,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,Estimated Detection Level,1,cfu/100ml,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20170911-J5970000-371238668,Sample-Routine,Water,Surface Water,9/11/17,11:00:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J5970000,,,,35.33712,-77.99734,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,96,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2005-000117238,Sample-Routine,Water,,6/24/05,10:28:00,EDT,0.1,m,LNBA,,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,33,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000464810,Sample-Routine,Water,,4/7/95,13:10:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,50,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000425702,Sample-Routine,Water,,6/3/98,11:45:00,EDT,,,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,45,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
