OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,ActivityStartTime/Time,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,MonitoringLocationIdentifier,HydrologicEvent,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,ResultLaboratoryCommentText,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000070611,Sample-Routine,Water,7/12/06,11:55:00,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,92,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000070567,Sample-Routine,Water,7/12/06,13:22:00,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,156,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000066736,Sample-Routine,Water,8/10/06,11:05:00,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,3000,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000066746,Sample-Routine,Water,8/10/06,12:35:00,0.1,m,LCFRP,21NCMONITORING-B9191000,,Fecal Coliform,,3000,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000066833,Sample-Routine,Water,8/10/06,10:10:00,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,750,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000066726,Sample-Routine,Water,8/10/06,10:00:00,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,3000,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000066814,Sample-Routine,Water,8/10/06,11:40:00,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,800,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000066799,Sample-Routine,Water,8/10/06,13:00:00,0.1,m,LCFRP,21NCMONITORING-B9191500,,Fecal Coliform,,900,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,8/16/06,11:25:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,140,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,8/16/06,12:35:00,0.1,m,NCAMBNT,21NC02WQ-B9190500,,Fecal Coliform,Total,87,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,8/16/06,12:05:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,200,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,8/16/06,13:00:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,170,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000062096,Sample-Routine,Water,9/7/06,10:15:00,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,900,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000062204,Sample-Routine,Water,9/7/06,10:30:00,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,2250,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000062237,Sample-Routine,Water,9/7/06,11:26:00,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,1000,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000062126,Sample-Routine,Water,9/7/06,12:15:00,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,650,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000062106,Sample-Routine,Water,9/7/06,13:13:00,0.1,m,LCFRP,21NCMONITORING-B9191500,,Fecal Coliform,,800,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000062158,Sample-Routine,Water,9/7/06,12:50:00,0.1,m,LCFRP,21NCMONITORING-B9191000,,Fecal Coliform,,100,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,9/12/06,10:40:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,180,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,9/12/06,11:20:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,100,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,9/12/06,12:00:00,0.1,m,NCAMBNT,21NC02WQ-B9190500,,Fecal Coliform,Total,49,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,9/12/06,12:25:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,190,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000057988,Sample-Routine,Water,10/5/06,11:15:00,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,6000,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000058081,Sample-Routine,Water,10/5/06,10:10:00,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,73,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000058030,Sample-Routine,Water,10/5/06,12:40:00,0.1,m,LCFRP,21NCMONITORING-B9191000,,Fecal Coliform,,280,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000058132,Sample-Routine,Water,10/5/06,10:21:00,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,46,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000058071,Sample-Routine,Water,10/5/06,12:10:00,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,173,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000058060,Sample-Routine,Water,10/5/06,12:55:00,0.1,m,LCFRP,21NCMONITORING-B9191500,,Fecal Coliform,,200,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,10/11/06,13:10:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,130,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,10/11/06,13:50:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,350,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,10/11/06,14:20:00,0.1,m,NCAMBNT,21NC02WQ-B9190500,,Fecal Coliform,Total,170,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,10/11/06,14:50:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,190,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000055202,Sample-Routine,Water,11/9/06,11:15:00,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,440,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000055362,Sample-Routine,Water,11/9/06,12:02:00,0.1,m,LCFRP,21NCMONITORING-B9191000,,Fecal Coliform,,84,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000055050,Sample-Routine,Water,11/9/06,12:33:00,0.1,m,LCFRP,21NCMONITORING-B9191500,,Fecal Coliform,,360,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000055309,Sample-Routine,Water,11/9/06,10:30:00,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,112,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000055223,Sample-Routine,Water,11/9/06,9:37:00,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,400,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000055105,Sample-Routine,Water,11/9/06,9:54:00,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,880,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,11/15/06,11:50:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,100,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,11/15/06,13:05:00,0.1,m,NCAMBNT,21NC02WQ-B9190500,,Fecal Coliform,Total,62,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,11/15/06,12:30:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,110,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,11/15/06,13:40:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,60,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000051978,Sample-Routine,Water,12/7/06,10:12:00,0.1,m,LCFRP,21NCMONITORING-B9191500,,Fecal Coliform,,400,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000052081,Sample-Routine,Water,12/7/06,12:54:00,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,80,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000052039,Sample-Routine,Water,12/7/06,12:40:00,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,120,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000052051,Sample-Routine,Water,12/7/06,10:35:00,0.1,m,LCFRP,21NCMONITORING-B9191000,,Fecal Coliform,,108,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000052071,Sample-Routine,Water,12/7/06,11:04:00,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,80,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000052061,Sample-Routine,Water,12/7/06,11:30:00,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,96,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,12/11/06,12:35:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,87,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,12/11/06,13:15:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,130,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,12/11/06,13:50:00,0.1,m,NCAMBNT,21NC02WQ-B9190500,,Fecal Coliform,Total,68,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-06-SGR-CF-AMS2006-0,Sample,Water,12/11/06,14:15:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,20,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000048778,Sample-Routine,Water,1/4/07,13:15:00,0.1,m,LCFRP,21NCMONITORING-B9191000,,Fecal Coliform,,116,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000048957,Sample-Routine,Water,1/4/07,12:40:00,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,28,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000048758,Sample-Routine,Water,1/4/07,10:20:00,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,182,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000048809,Sample-Routine,Water,1/4/07,10:37:00,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,73,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000048788,Sample-Routine,Water,1/4/07,12:08:00,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,115,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000048768,Sample-Routine,Water,1/4/07,13:40:00,0.1,m,LCFRP,21NCMONITORING-B9191500,,Fecal Coliform,,137,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,1/10/07,12:25:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,100,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,1/10/07,13:05:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,160,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,1/10/07,13:45:00,0.1,m,NCAMBNT,21NC02WQ-B9190500,,Fecal Coliform,Total,93,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,1/10/07,14:15:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,51,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000045510,Sample-Routine,Water,2/8/07,11:02:00,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,,,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,2,cfu/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000045581,Sample-Routine,Water,2/8/07,10:15:00,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,68,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000045683,Sample-Routine,Water,2/8/07,12:15:00,0.1,m,LCFRP,21NCMONITORING-B9191000,,Fecal Coliform,,15,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000045626,Sample-Routine,Water,2/8/07,10:00:00,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,50,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000045540,Sample-Routine,Water,2/8/07,12:30:00,0.1,m,LCFRP,21NCMONITORING-B9191500,,Fecal Coliform,,72,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000045673,Sample-Routine,Water,2/8/07,11:40:00,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,17,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,2/8/07,11:40:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,58,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,2/8/07,13:10:00,0.1,m,NCAMBNT,21NC02WQ-B9190500,,Fecal Coliform,Total,33,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,2/8/07,12:15:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,56,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,2/8/07,13:40:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,20,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,3/14/07,13:00:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,37,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,3/14/07,14:05:00,0.1,m,NCAMBNT,21NC02WQ-B9190500,,Fecal Coliform,Total,77,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,3/14/07,13:35:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,78,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-07-SGR-CF-AMS2007-0,Sample,Water,3/14/07,14:35:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,65,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000039773,Sample-Routine,Water,3/28/07,12:00:00,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,64,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000039884,Sample-Routine,Water,3/28/07,10:05:00,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,28,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000039719,Sample-Routine,Water,3/28/07,12:55:00,0.1,m,LCFRP,21NCMONITORING-B9191500,,Fecal Coliform,,90,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000039783,Sample-Routine,Water,3/28/07,12:30:00,0.1,m,LCFRP,21NCMONITORING-B9191000,,Fecal Coliform,,64,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000039729,Sample-Routine,Water,3/28/07,10:20:00,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,76,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000039683,Sample-Routine,Water,3/28/07,11:05:00,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,124,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000037821,Sample-Routine,Water,4/11/07,10:41:00,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,100,cfu/100ml,Final,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
