OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,ResultCommentText,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2011-001905651,Sample-Routine,Water,,7/13/11,11:00:00,EDT,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,43,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2013-040000887,Sample-Routine,Water,,4/10/13,11:19:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,24,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2012-100000642,Sample-Routine,Water,,10/18/12,11:32:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,40,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2009-001660679,Sample-Routine,Water,,10/27/09,10:30:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,110,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000460593,Sample-Routine,Water,,9/15/95,10:20:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,640,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000461409,Sample-Routine,Water,,8/8/95,12:10:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,210,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000323656,Sample-Routine,Water,,2/26/01,,,,,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,96,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000407627,Sample-Routine,Water,,12/10/98,11:50:00,EST,,,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,50,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000373490,Sample-Routine,Water,,12/14/99,,,,,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,68,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000016911,Sample-Routine,Water,,9/6/07,11:10:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,28,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20180619-J7450000-371240875,Sample-Routine,Water,Surface Water,6/19/18,13:30:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,57,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20170920-J7739550-371241094,Sample-Routine,Water,Surface Water,9/20/17,14:00:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,140,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000461479,Sample-Routine,Water,,8/8/95,12:30:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,48,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000422430,Sample-Routine,Water,,7/9/98,14:05:00,EDT,,,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,61,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2009-000120727,Sample-Routine,Water,,7/23/09,11:09:00,EDT,0.1,m,LNBA,,21NCMONITORING-J7330000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,50,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000227069,Sample-Routine,Water,,2/27/03,9:38:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,220,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000375426,Sample-Routine,Water,,11/15/99,,,,,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,140,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000389591,Sample-Routine,Water,,7/12/99,,,,,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,58,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000456604,Sample-Routine,Water,,3/12/96,13:10:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,164,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000048537,Sample-Routine,Water,,1/8/07,11:54:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,210,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000371690,Sample-Routine,Water,,1/10/00,,,,,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,200,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000010730,Sample-Routine,Water,,10/19/07,11:33:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,58,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2011-001930528,Sample-Routine,Water,,12/7/11,11:05:00,EST,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,43,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20150609-J7739550-370557409,Sample-Routine,Water,Surface Water,6/9/15,10:00:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,180,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20160418-J7739550-370557508,Sample-Routine,Water,Surface Water,4/18/16,9:40:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,48,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20160519-J7739550-370557522,Sample-Routine,Water,Surface Water,5/19/16,10:00:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,1100,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20160616-J7450000-370557319,Sample-Routine,Water,Surface Water,6/16/16,10:10:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,32,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20170612-J7739550-371241052,Sample-Routine,Water,Surface Water,6/12/17,10:00:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,130,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20171214-J7739550-371241137,Sample-Routine,Water,Surface Water,12/14/17,9:50:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,170,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2008-001556989,Sample-Routine,Water,,9/23/08,11:25:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,70,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2009-001603608,Sample-Routine,Water,,3/4/09,11:15:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,200,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000153760,Sample-Routine,Water,,9/9/04,12:10:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,166,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000454478,Sample-Routine,Water,,6/11/96,14:55:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,162,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2008-001547170,Sample-Routine,Water,,8/18/08,11:25:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,30,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000382606,Sample-Routine,Water,,1/22/09,11:45:00,EST,0.1,m,LNBA,,21NCCOALITIONS-J7325000,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,117,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000337859,Sample-Routine,Water,,10/20/00,,,,,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,76,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000010616,Sample-Routine,Water,,10/19/07,11:50:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,64,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000002741,Sample-Routine,Water,,4/11/11,11:46:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,240,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2011-001930535,Sample-Routine,Water,,9/19/11,10:48:00,EDT,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,54,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20161121-J7739550-370965507,Sample-Routine,Water,Surface Water,11/21/16,9:50:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,65,cfu/100ml,Final,Actual,B4Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml. Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2014716858,Sample-Routine,Water,,11/13/14,11:17:00,EST,0.1,m,LNBA,,21NCMONITORING-J7330000,,,,Grab,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,38,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,Estimated Detection Level,1,cfu/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2013-100000869,Sample-Routine,Water,,10/23/13,10:55:00,EST,0.1,m,LNBA,,21NCMONITORING-J7325000,,,,GRAB,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,45,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2009-001636198,Sample-Routine,Water,,7/20/09,11:40:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,570,cfu/100ml,Final,Actual,"B4,Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.  Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000462440,Sample-Routine,Water,,7/18/95,11:25:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,50,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2008-000000346,Sample-Routine,Water,,1/28/08,11:26:00,EST,0.1,m,LNBA,,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,30,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000234206,Sample-Routine,Water,,12/17/02,13:00:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,660,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000455407,Sample-Routine,Water,,5/14/96,13:55:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,50,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000001956,Sample-Routine,Water,,2/28/11,11:53:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,42,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000089862,Sample-Routine,Water,Surface Water,9/18/13,10:36:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,96,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1982-0007263-1982,Sample,Water,,5/13/82,11:55:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7320000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,Fecal Coliform,390,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1973-0001986-1973,Sample,Water,,5/10/73,10:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7370000,,,,LEGACY,LEGACY,LEGACY,,Unknown,Fecal Coliform,190,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1973-0012824-1973,Sample,Water,,9/11/73,10:45:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7370000,,,,LEGACY,LEGACY,LEGACY,,Unknown,Fecal Coliform,200,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1973-0010885-1973,Sample,Water,,8/13/73,12:35:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7530000,,,,LEGACY,LEGACY,LEGACY,,Unknown,Fecal Coliform,100000,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1972-0002794-1972,Sample,Water,,5/30/72,11:20:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7530000,,,,LEGACY,LEGACY,LEGACY,,Unknown,Fecal Coliform,500,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1971-0001622-1971,Sample,Water,,3/31/71,13:15:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7370000,,,,LEGACY,LEGACY,LEGACY,,Unknown,Fecal Coliform,10,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1971-0008544-1971,Sample,Water,,8/16/71,11:00:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7530000,,,,LEGACY,LEGACY,LEGACY,,Unknown,Fecal Coliform,22000,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1985-0007881-1985,Sample,Water,,6/27/85,11:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7320000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,Fecal Coliform,180,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0000641-1984,Sample,Water,,1/12/84,10:50:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7320000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,Fecal Coliform,200,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-1984-0012477-1984,Sample,Water,,9/14/84,11:30:00,,0.33,ft,NCLEGACY,,21NC01WQ-J7320000,X-sec location horizontal: 50.0% from R bank facing upstream,,,LEGACY,LEGACY,LEGACY,,Unknown,Fecal Coliform,8000,#/100ml,Final,Actual,,,FEC_MF,21NC01WQ,,,,,,,,STORET
